W, 1550369757, 1550377810, 86, 746
YLV, 1550377846, 1550377996, 69, 48
XQVH, 1550375942, 1550378180, 32, -66
Y, 1550375587, 1550378532, 63, 142
X, 1550376957, 1550379352, 73, 275
X, 1550378685, 1550380054, 44, -73
ACD, 1550380548, 1550380877, 30, -965
SLIF, 1550376682, 1550381798, 86, -7
FVJF, 1550380247, 1550382047, 77, 350
FT, 1550377161, 1550382985, 76, -323
BH, 1550380923, 1550383912, 12, 211
TI, 1550383876, 1550384610, 23, 440
H, 1550378885, 1550384659, 23, 625
SPYB, 1550375552, 1550384810, 30, -487
CA, 1550381296, 1550385650, 14, 419
JXX, 1550381612, 1550386290, 6, 999
NOKI, 1550382662, 1550386410, 10, -412
D, 1550377722, 1550386934, 69, -965
SZRN, 1550384922, 1550387782, 14, 215
RJQG, 1550378914, 1550388453, 95, 938
CJO, 1550385632, 1550388465, 51, -688
H, 1550387287, 1550388956, 40, 433
LQX, 1550389016, 1550389186, 23, 10
IKM, 1550385076, 1550389860, 93, -944
GRWD, 1550387755, 1550390090, 28, 489
W, 1550387679, 1550390644, 52, 796
AKSH, 1550386243, 1550391330, 9, 26
UEAD, 1550383474, 1550392166, 94, 930
OG, 1550387329, 1550392523, 97, 316
K, 1550392755, 1550393354, 63, 678
D, 1550393324, 1550393547, 93, 576
NRR, 1550394306, 1550394325, 76, 645
BJLJ, 1550388091, 1550394520, 50, -1
WRBR, 1550385941, 1550395242, 71, -395
DYA, 1550390689, 1550396047, 96, 471
WG, 1550394178, 1550396757, 62, -73
PI, 1550390621, 1550397251, 68, 522
NZ, 1550392134, 1550397914, 30, -486
RDCR, 1550397666, 1550398748, 12, -620
DFU, 1550399304, 1550399462, 48, 969
TOT, 1550396893, 1550400363, 33, 814
P, 1550400462, 1550401020, 20, 930
EST, 1550397754, 1550401540, 30, -360
NH, 1550392491, 1550402072, 74, -48
XWE, 1550395901, 1550402216, 46, 758
AYXQ, 1550398756, 1550402913, 77, 277
ARA, 1550395787, 1550403608, 64, 809
N, 1550400430, 1550403755, 77, -140
RBOG, 1550400532, 1550404363, 34, 423
WMQM, 1550396711, 1550404819, 80, 819
Q, 1550402841, 1550405575, 99, 950
TY, 1550396933, 1550405844, 45, 619
JIVR, 1550403288, 1550406085, 56, 713
CO, 1550399423, 1550406823, 39, 437
WD, 1550405219, 1550407022, 31, -780
S, 1550404801, 1550407782, 74, 953
E, 1550402510, 1550408668, 86, -853
BT, 1550401263, 1550409089, 66, -21
Y, 1550400532, 1550409345, 96, 592
B, 1550401403, 1550409673, 48, 723
PYQL, 1550406207, 1550410389, 9, 553
E, 1550401352, 1550410965, 89, 147
DGWA, 1550410466, 1550411936, 47, -663
FLE, 1550408427, 1550412562, 48, 10
AMDX, 1550412752, 1550413518, 90, -226
VRO, 1550411712, 1550413836, 52, 972
PO, 1550406554, 1550414769, 88, 625
Q, 1550409890, 1550415237, 9, 417
FFZK, 1550406764, 1550415697, 9, 672
PIH, 1550411740, 1550415806, 80, -902
BLQ, 1550413274, 1550416720, 97, -135
PRT, 1550412205, 1550417359, 69, 799
KDP, 1550413267, 1550417722, 90, 0
XEHQ, 1550415227, 1550417871, 66, -513
Y, 1550414721, 1550417962, 77, 459
LEZZ, 1550408157, 1550418024, 7, -946
B, 1550414803, 1550418935, 47, -24
JVI, 1550411025, 1550419524, 45, 209
UKL, 1550412066, 1550420476, 19, 323
Q, 1550410587, 1550420490, 59, -768
KWU, 1550413889, 1550421334, 55, 540
S, 1550416217, 1550421924, 24, -71
QO, 1550418089, 1550422576, 66, -736
QPXB, 1550413737, 1550423526, 42, -317
KLM, 1550415678, 1550423826, 6, 916
NYMF, 1550422730, 1550424076, 12, -364
MACD, 1550420177, 1550424148, 95, 634
R, 1550415738, 1550424315, 69, -838
YZE, 1550418252, 1550424333, 98, -81
SB, 1550423090, 1550424837, 6, 53
IV, 1550419118, 1550424872, 25, 971
U, 1550418030, 1550424901, 60, -112
RD, 1550420770, 1550425356, 92, 21
ZL, 1550420629, 1550425611, 85, -583
HH, 1550422876, 1550425703, 34, 547
GKVM, 1550418096, 1550426394, 60, -350
TX, 1550425696, 1550426469, 58, 715
SSMW, 1550425472, 1550426965, 96, 814
SA, 1550424841, 1550427445, 25, 849
GWP, 1550421157, 1550428004, 47, -227
EL, 1550424752, 1550428009, 84, 117
AZ, 1550426344, 1550428761, 47, 747
QY, 1550428066, 1550428960, 27, 245
TXT, 1550420609, 1550429338, 7, 185
JYXJ, 1550424111, 1550429444, 94, -369
CVW, 1550429967, 1550430276, 41, 323
LICX, 1550426726, 1550430283, 21, 895
KTC, 1550428743, 1550431032, 3, -21
SDNO, 1550424532, 1550431287, 10, 378
JQU, 1550421794, 1550431677, 63, 686
ZV, 1550426174, 1550432363, 88, 622
R, 1550428994, 1550432835, 53, -859
WFJ, 1550425230, 1550433556, 81, -358
EVO, 1550425615, 1550434400, 33, 613
I, 1550426091, 1550434549, 58, -145
R, 1550430560, 1550434979, 25, 244
AYXQ, 1550431806, 1550435823, 56, 857
GOL, 1550431466, 1550436211, 40, 353
XWCD, 1550429616, 1550436576, 95, 908
B, 1550428362, 1550436998, 77, -44
O, 1550430869, 1550437510, 82, 23
RR, 1550437922, 1550438351, 45, -19
YG, 1550437065, 1550438381, 91, 947
A, 1550436032, 1550438701, 88, -88
AI, 1550434283, 1550439070, 65, -74
W, 1550430629, 1550439523, 62, 969
NFNI, 1550433371, 1550440089, 77, 545
B, 1550434478, 1550440268, 6, -311
CEP, 1550440399, 1550440613, 90, 671
PDY, 1550432994, 1550440846, 98, -474
PJX, 1550431197, 1550441001, 32, 310
JR, 1550440871, 1550441034, 36, 92
FT, 1550437771, 1550441985, 47, 185
V, 1550438772, 1550442343, 14, -224
VV, 1550440951, 1550443084, 54, -136
WFI, 1550437735, 1550443432, 81, -700
OFES, 1550435034, 1550444100, 36, 724
DLQA, 1550441107, 1550444686, 12, -415
R, 1550442654, 1550444849, 51, -571
IJ, 1550440240, 1550445772, 32, 123
C, 1550440178, 1550446648, 59, 503
CM, 1550443168, 1550447590, 88, -646
SLV, 1550446009, 1550448053, 21, 628
KU, 1550447469, 1550448098, 60, 701
A, 1550445721, 1550448098, 84, 673
XD, 1550441563, 1550448619, 33, -281
RFU, 1550446877, 1550449413, 25, -609
VLG, 1550446312, 1550449434, 61, -39
KZ, 1550444816, 1550449578, 94, -678
T, 1550450435, 1550450537, 69, 506
OHN, 1550441925, 1550451397, 47, 749
ZQ, 1550444018, 1550452035, 76, -193
QT, 1550451083, 1550452271, 52, 245
COC, 1550442936, 1550452480, 2, 917
IV, 1550448651, 1550453212, 13, -899
I, 1550450782, 1550453736, 68, 497
TXMK, 1550454126, 1550454247, 57, -335
JQU, 1550447211, 1550455094, 38, -516
C, 1550449766, 1550455313, 21, 240
ZT, 1550445795, 1550455338, 32, 648
KSJN, 1550445373, 1550455342, 73, -375
OQ, 1550447529, 1550455746, 42, -337
J, 1550454913, 1550456089, 1, -971
O, 1550450826, 1550456313, 19, 858
NL, 1550450944, 1550456734, 77, 485
EGJX, 1550454380, 1550456912, 50, -25
XA, 1550447724, 1550457482, 86, 740
D, 1550455222, 1550457996, 26, -924
BXU, 1550454281, 1550458021, 5, 626
TP, 1550452665, 1550458122, 19, -457
ABQ, 1550450947, 1550458598, 39, -330
A, 1550456762, 1550459023, 99, -816
X, 1550456006, 1550459174, 92, 627
HTS, 1550456962, 1550459541, 14, 261
DE, 1550457573, 1550460488, 15, 280
IXM, 1550455184, 1550460535, 95, 739
AI, 1550460516, 1550461167, 24, -702
XP, 1550456116, 1550461972, 52, -173
BPHR, 1550459409, 1550462260, 17, 843
NBN, 1550458494, 1550462969, 23, 909
IP, 1550459742, 1550463812, 56, -126
LUE, 1550457856, 1550463997, 75, 743
LO, 1550462200, 1550464887, 13, 946
SMMI, 1550464139, 1550464973, 77, 545
PFN, 1550458422, 1550465755, 72, 344
XYOE, 1550465153, 1550466416, 23, 4
WGP, 1550463966, 1550467016, 1, -271
IAT, 1550462162, 1550467241, 79, 515
UX, 1550459076, 1550467431, 65, -991
R, 1550465823, 1550467450, 20, -125
C, 1550461373, 1550468075, 46, 801
ZWDY, 1550461363, 1550468185, 88, 781
R, 1550464393, 1550468243, 25, -766
W, 1550466168, 1550468828, 76, 396
CVRY, 1550466534, 1550469406, 2, 833
Z, 1550469546, 1550470352, 72, 207
IO, 1550461510, 1550470851, 79, -99
X, 1550463304, 1550471780, 11, 283
NK, 1550466094, 1550472323, 90, -945
P, 1550467250, 1550473128, 53, -609
AD, 1550469832, 1550473881, 49, -642
AT, 1550467713, 1550474219, 54, -924
G, 1550464628, 1550474248, 28, -273
BBN, 1550468434, 1550474372, 79, 977
RVH, 1550473468, 1550475109, 12, 67
D, 1550472248, 1550476064, 99, -762
NCG, 1550470969, 1550476422, 52, -758
ZJ, 1550472117, 1550476516, 61, 954
T, 1550473728, 1550476795, 7, 730
I, 1550473958, 1550477376, 54, 594
ZRFB, 1550469679, 1550477587, 55, -368
PBQ, 1550475288, 1550478176, 96, -74
B, 1550472543, 1550479132, 42, 961
JJOG, 1550475242, 1550479616, 16, 180
MBO, 1550470483, 1550480300, 82, -604
ZVA, 1550479727, 1550480730, 25, -202
DE, 1550472945, 1550481343, 20, -108
W, 1550471925, 1550481910, 21, -249
DXN, 1550477922, 1550482715, 15, -83
NCIG, 1550474486, 1550483335, 9, -105
DHU, 1550481661, 1550483478, 95, 322
GFD, 1550473998, 1550483708, 35, 432
BBX, 1550483816, 1550484196, 56, -343
IUL, 1550479666, 1550484312, 97, -729
GOS, 1550482506, 1550484798, 78, -189
WG, 1550476672, 1550485003, 36, -272
H, 1550485373, 1550485548, 80, 498
ZGWV, 1550477097, 1550485979, 53, -84
B, 1550480077, 1550486575, 49, -878
NIFE, 1550478165, 1550487342, 82, 107
VKX, 1550478403, 1550487497, 94, 195
PYQL, 1550484436, 1550488411, 55, -340
EPID, 1550482707, 1550488808, 98, 472
HJ, 1550486932, 1550489279, 81, -325
T, 1550480194, 1550489507, 52, 41
NB, 1550482971, 1550490343, 72, 421
XQ, 1550490498, 1550490630, 80, 294
FHXA, 1550490562, 1550491266, 21, 170
MO, 1550487873, 1550491300, 21, 349
SSQ, 1550485632, 1550492286, 75, -414
GYTK, 1550491766, 1550492818, 48, -840
AKYE, 1550489122, 1550493042, 43, -311
UJGG, 1550486472, 1550493219, 83, 532
EESF, 1550485572, 1550493602, 34, 823
IZ, 1550493711, 1550494002, 23, -479
JB, 1550487606, 1550494887, 84, -395
L, 1550485243, 1550495057, 43, -27
PTH, 1550489930, 1550495239, 72, -683
DKO, 1550489042, 1550495483, 86, -486
X, 1550490765, 1550495842, 44, -642
S, 1550492743, 1550496025, 84, -678
MEFQ, 1550487750, 1550496528, 22, 282
OPS, 1550491528, 1550497023, 13, -844
R, 1550494768, 1550497218, 35, 470
GUYS, 1550497306, 1550498070, 18, -378
EMI, 1550497145, 1550498826, 97, -278
ALFE, 1550496292, 1550499204, 66, -63
LZZ, 1550498673, 1550500046, 27, 326
FK, 1550497254, 1550500350, 9, 112
BA, 1550495836, 1550501044, 78, -800
HEF, 1550499566, 1550501158, 70, 731
DX, 1550499766, 1550501265, 53, -453
EL, 1550492523, 1550501600, 86, 122
FTT, 1550492940, 1550501804, 65, 990
W, 1550492097, 1550501862, 68, -586
BVC, 1550492497, 1550502405, 62, -587
X, 1550498787, 1550502640, 87, 314
RIY, 1550496963, 1550502858, 79, -25
YPO, 1550497504, 1550503550, 99, 193
Q, 1550499450, 1550503946, 52, -337
RAPW, 1550496091, 1550504754, 78, 571
R, 1550500150, 1550504891, 49, 713
OUK, 1550499729, 1550505007, 33, -838
LL, 1550505577, 1550505956, 21, 190
TX, 1550505679, 1550506571, 17, -961
I, 1550497205, 1550507024, 9, -970
NWO, 1550502453, 1550507117, 29, -386
D, 1550501507, 1550507486, 9, -977
RV, 1550507277, 1550508230, 94, -901
T, 1550505607, 1550508394, 91, 532
ZX, 1550506284, 1550508752, 92, -348
M, 1550502475, 1550509471, 77, -673
NGP, 1550505767, 1550509626, 48, -512
NIQ, 1550507899, 1550510275, 2, 394
VOMR, 1550501090, 1550510627, 19, 534
B, 1550509659, 1550511146, 12, -680
ITJ, 1550510634, 1550511320, 32, 545
DFT, 1550506794, 1550512166, 96, -956
BPGM, 1550504533, 1550512835, 92, 639
D, 1550507032, 1550513193, 69, 410
LY, 1550511522, 1550514120, 22, -389
NA, 1550513967, 1550514524, 17, -870
K, 1550509266, 1550515094, 61, 412
TO, 1550514539, 1550515181, 70, 980
KX, 1550512557, 1550515293, 99, -936
CA, 1550515483, 1550515814, 37, -810
U, 1550512194, 1550516717, 41, 901
OQLD, 1550509108, 1550517632, 2, 764
KCV, 1550514668, 1550518422, 89, -486
P, 1550516281, 1550518509, 22, 604
PZ, 1550509707, 1550518803, 70, -585
BRTP, 1550516825, 1550519456, 19, 29
GB, 1550512987, 1550519827, 7, -675
HUU, 1550518231, 1550519945, 66, -649
SQAW, 1550519699, 1550520179, 82, -719
IU, 1550517169, 1550520916, 74, 874
HJ, 1550513027, 1550521215, 57, 20
I, 1550514747, 1550522208, 21, 707
VRO, 1550516177, 1550522859, 50, 27
LXZ, 1550519876, 1550522965, 73, -209
U, 1550518219, 1550523880, 4, 400
PHF, 1550523272, 1550524126, 56, 1
C, 1550519168, 1550524404, 25, 621
TNR, 1550523809, 1550524956, 56, 110
PVMX, 1550515649, 1550525327, 80, -403
L, 1550520430, 1550525893, 31, 326
MC, 1550519934, 1550526321, 35, 921
B, 1550519249, 1550527053, 87, -681
VED, 1550526155, 1550527961, 70, -13
ZZHU, 1550523874, 1550528089, 69, -112
SWM, 1550521558, 1550529081, 18, 55
QOXY, 1550522397, 1550530028, 74, -500
MW, 1550522978, 1550530728, 90, 802
QPB, 1550529569, 1550531367, 29, -956
AY, 1550529681, 1550532139, 40, -613
MSK, 1550529679, 1550532330, 31, 401
JP, 1550523922, 1550532474, 86, 477
PJIY, 1550528571, 1550533149, 81, -288
YG, 1550533709, 1550534118, 62, -249
LA, 1550531465, 1550534251, 80, 124
PW, 1550533843, 1550535199, 67, -785
PJDE, 1550532392, 1550535945, 98, 136
JQ, 1550532087, 1550536627, 4, 856
S, 1550528383, 1550537471, 17, -414
ZS, 1550534014, 1550537652, 93, -638
VL, 1550532112, 1550538383, 3, 64
BYCL, 1550534659, 1550539295, 74, 484
ZI, 1550537443, 1550539304, 76, 172
VA, 1550534918, 1550539624, 25, 885
VAKM, 1550540119, 1550540139, 69, 472
EUH, 1550539212, 1550540363, 51, -388
U, 1550538889, 1550540947, 49, 481
PQFQ, 1550537727, 1550541066, 46, 484
TFWB, 1550534214, 1550541284, 30, 110
Q, 1550540439, 1550541942, 58, -137
Z, 1550541490, 1550542653, 98, -954
FE, 1550534015, 1550543382, 29, 432
SVIJ, 1550534625, 1550544179, 44, 930
MCV, 1550537997, 1550544982, 2, -670
X, 1550545809, 1550545968, 51, -117
ZEQ, 1550539725, 1550546776, 14, -787
L, 1550541472, 1550546850, 8, -259
S, 1550545131, 1550547318, 46, 779
X, 1550547012, 1550547500, 74, -719
C, 1550545099, 1550547763, 33, 532
SFIQ, 1550547397, 1550548723, 41, 379
LC, 1550543307, 1550549418, 54, -832
WO, 1550541428, 1550549442, 18, 116
UM, 1550540909, 1550549701, 7, 800
R, 1550547945, 1550550285, 13, -53
ZIS, 1550548450, 1550551222, 37, 476
RZGH, 1550548026, 1550551764, 37, -440
W, 1550551446, 1550552705, 39, -157
CG, 1550546829, 1550553562, 38, 694
YJ, 1550545240, 1550553942, 18, 226
VVR, 1550552361, 1550554326, 43, -109
X, 1550555005, 1550555052, 93, -741
BOGD, 1550553002, 1550555469, 80, -184
RCKU, 1550551795, 1550556119, 89, -279
NPJE, 1550551326, 1550556252, 65, 60
IXM, 1550548628, 1550557163, 28, 613
KV, 1550556260, 1550557230, 75, -412
BW, 1550548150, 1550557575, 92, -924
H, 1550556632, 1550558511, 26, -179
YT, 1550550459, 1550559121, 97, -306
AS, 1550550351, 1550560069, 82, -946
KI, 1550555475, 1550560960, 90, 964
PUWO, 1550554590, 1550561832, 13, 901
JU, 1550557199, 1550562152, 51, -767
UDC, 1550557767, 1550562859, 86, 779
SINV, 1550561446, 1550563804, 24, 155
IHX, 1550555036, 1550563849, 93, 580
N, 1550561167, 1550563944, 72, 968
VJ, 1550564328, 1550564741, 94, 416
CUTP, 1550564387, 1550564953, 31, -67
GNI, 1550561532, 1550565068, 85, -615
NF, 1550564389, 1550565507, 93, -245
AJ, 1550563051, 1550566162, 33, -741
PYGV, 1550559245, 1550567153, 34, 440
W, 1550559486, 1550567196, 53, 433
Y, 1550562179, 1550567862, 16, -419
WC, 1550559450, 1550568750, 77, 893
IHJQ, 1550569182, 1550569441, 74, -38
RQRZ, 1550566943, 1550570424, 35, 239
LS, 1550563729, 1550570909, 81, -154
AYMN, 1550564176, 1550571330, 58, 236
IJB, 1550563423, 1550571674, 14, 670
CSD, 1550562943, 1550572544, 64, 881
S, 1550567865, 1550573269, 38, -217
G, 1550573733, 1550574234, 86, 858
BQ, 1550570687, 1550574929, 90, 944
T, 1550568307, 1550575877, 73, 366
EV, 1550572605, 1550576050, 16, -283
DAYH, 1550568045, 1550576916, 90, 677
KU, 1550569845, 1550576939, 41, -713
FZM, 1550574469, 1550577884, 42, 659
QVJ, 1550569701, 1550578255, 65, 507
Z, 1550570013, 1550579174, 17, 927
LB, 1550576972, 1550579287, 95, 850
ZP, 1550575788, 1550579668, 2, 995
AB, 1550578301, 1550579746, 3, -983
J, 1550580551, 1550580731, 76, 907
VBPG, 1550577963, 1550581337, 90, -918
V, 1550574774, 1550581655, 40, -69
EWZU, 1550575396, 1550582605, 94, -710
OJI, 1550575858, 1550583397, 48, 683
RU, 1550580715, 1550583954, 42, -796
KA, 1550575836, 1550584180, 65, 825
W, 1550583569, 1550585081, 22, -926
IGMZ, 1550582533, 1550585857, 91, -439
IX, 1550576655, 1550586550, 55, 47
GIBP, 1550584883, 1550586907, 87, -596
Z, 1550581769, 1550587138, 92, -368
AJ, 1550578264, 1550587421, 79, -47
P, 1550587499, 1550587904, 49, 116
YHCY, 1550583617, 1550588702, 90, -883
K, 1550580766, 1550589161, 20, 716
RM, 1550582007, 1550589728, 89, -350
RGXR, 1550580165, 1550589752, 45, 727
RZGH, 1550587835, 1550590116, 89, 336
EKI, 1550585620, 1550590976, 44, 727
RCKU, 1550586591, 1550591628, 99, 903
E, 1550589499, 1550592476, 81, -657
AQPR, 1550589502, 1550592868, 7, -257
WH, 1550593200, 1550593378, 47, -461
CNOY, 1550587952, 1550593902, 62, 765
WW, 1550588348, 1550594472, 24, -491
QHH, 1550591376, 1550595395, 34, -285
NKK, 1550587670, 1550595459, 94, -306
O, 1550594769, 1550596185, 28, -452
SFYA, 1550594582, 1550596213, 52, 734
TH, 1550596414, 1550597055, 17, -59
NJ, 1550588294, 1550597112, 11, 488
BJBP, 1550596734, 1550597348, 56, -996
NCXF, 1550588339, 1550598338, 71, -841
YJF, 1550598352, 1550599069, 13, 822
N, 1550596239, 1550599452, 35, 198
HPAR, 1550598976, 1550599859, 37, 924
HFV, 1550598377, 1550600718, 86, -235
MW, 1550594217, 1550600900, 20, 879
B, 1550595770, 1550601565, 27, 217
IE, 1550597035, 1550601593, 44, -740
CGF, 1550592967, 1550602364, 26, 608
OUKQ, 1550597755, 1550603099, 51, 130
PP, 1550596321, 1550603246, 60, 350
F, 1550602663, 1550604001, 33, 690
LY, 1550595365, 1550604064, 19, 577
SJH, 1550604370, 1550604867, 74, -390
SWR, 1550599377, 1550605818, 24, -198
JHKH, 1550596963, 1550606738, 7, 581
WUOB, 1550605816, 1550607385, 64, 880
IIO, 1550598563, 1550608357, 60, 606
LR, 1550607939, 1550609251, 60, 150
N, 1550602600, 1550610152, 47, 605
HRD, 1550602879, 1550610838, 21, -172
Z, 1550606803, 1550611341, 20, -762
AQB, 1550611403, 1550612119, 53, -307
PVK, 1550610692, 1550613025, 25, 628
K, 1550609317, 1550613849, 93, 535
WZWL, 1550614217, 1550614669, 66, 807
SR, 1550609734, 1550614833, 26, -995
PCY, 1550606176, 1550615684, 23, 785
LBRW, 1550608398, 1550616202, 48, 834
WZ, 1550611051, 1550617024, 25, 336
C, 1550612581, 1550617691, 65, 547
OR, 1550609319, 1550617923, 44, -685
DK, 1550610475, 1550618381, 30, -72
WIW, 1550610528, 1550618649, 53, 68
IQS, 1550619494, 1550619604, 35, -313
QYF, 1550609889, 1550619647, 2, -984
DA, 1550611941, 1550619870, 99, -375
U, 1550611956, 1550620523, 49, -922
I, 1550616390, 1550621514, 7, 330
KIQK, 1550617391, 1550622242, 2, -608
POV, 1550621592, 1550622252, 72, 225
AVEH, 1550621315, 1550622908, 31, -473
QLG, 1550614741, 1550623165, 43, 447
SXJS, 1550615875, 1550623830, 98, -46
YT, 1550620978, 1550624241, 49, 909
UCM, 1550615220, 1550624684, 68, -339
L, 1550615616, 1550625242, 82, 35
E, 1550624652, 1550625399, 38, 355
X, 1550620423, 1550625893, 22, -762
FO, 1550625217, 1550626041, 34, 322
W, 1550621947, 1550626973, 54, -742
QIWL, 1550621919, 1550627657, 76, 97
VV, 1550623637, 1550628367, 97, -37
JVZO, 1550628454, 1550628661, 91, -400
BL, 1550625119, 1550629251, 31, -707
QAR, 1550629073, 1550630115, 37, 264
LB, 1550624421, 1550630475, 3, 967
U, 1550626265, 1550630531, 69, -123
KY, 1550628001, 1550631114, 83, -29
V, 1550625451, 1550631135, 74, 516
ZJO, 1550629563, 1550631263, 5, 629
EBY, 1550629805, 1550631782, 39, 112
YB, 1550630352, 1550632361, 13, 266
HR, 1550627986, 1550632465, 99, 263
I, 1550630051, 1550633332, 47, 122
Y, 1550627816, 1550633611, 82, 52
FOO, 1550630271, 1550633907, 61, 208
G, 1550628448, 1550634097, 21, -545
SY, 1550634583, 1550634955, 14, -552
NITG, 1550633534, 1550635337, 20, 310
OUZZ, 1550630173, 1550635910, 11, -94
H, 1550629746, 1550636710, 48, 102
MD, 1550633861, 1550637649, 86, -991
GAZW, 1550632004, 1550637865, 53, 692
IL, 1550636029, 1550638404, 76, -397
QT, 1550637317, 1550639234, 25, -196
ZUA, 1550635541, 1550639333, 17, -979
BO, 1550637506, 1550640055, 16, -112
TNB, 1550639692, 1550640549, 66, 501
FKXA, 1550639286, 1550641028, 14, -388
ITW, 1550635287, 1550641824, 36, -970
G, 1550634093, 1550642159, 80, -987
K, 1550638296, 1550642767, 8, 340
QOZ, 1550641177, 1550643327, 85, -947
WNW, 1550640040, 1550644288, 9, 718
C, 1550638961, 1550644742, 2, 821
CJ, 1550644798, 1550645398, 94, -82
KQMW, 1550645591, 1550645843, 15, -931
CSD, 1550642281, 1550646758, 16, -771
B, 1550646719, 1550646805, 98, -256
HCAA, 1550643851, 1550647069, 11, -779
AHLS, 1550641726, 1550647440, 49, 739
EA, 1550640297, 1550648197, 89, -920
VY, 1550643704, 1550648745, 62, 170
IC, 1550648615, 1550649280, 81, -232
ZHR, 1550647090, 1550649793, 96, -40
QTVE, 1550644351, 1550650238, 64, -839
LE, 1550641023, 1550650572, 83, -45
XPSB, 1550646140, 1550651445, 28, 26
CW, 1550646056, 1550651570, 12, -118
S, 1550648204, 1550652113, 41, -121
TLHS, 1550647267, 1550652311, 72, 662
KNCB, 1550646373, 1550652411, 2, 543
PMSS, 1550651121, 1550652580, 81, -325
CGM, 1550646454, 1550653173, 14, 743
DKR, 1550645299, 1550653177, 31, -1
SZE, 1550652580, 1550654139, 53, 299
XP, 1550652348, 1550654193, 21, 571
QOM, 1550652681, 1550655022, 1, -980
FVFW, 1550650128, 1550655291, 51, -127
DB, 1550648912, 1550656270, 77, -796
YVJZ, 1550654630, 1550657141, 53, -239
OCC, 1550655550, 1550657551, 22, 354
DO, 1550657719, 1550658495, 37, -568
X, 1550650064, 1550659479, 3, 666
YFF, 1550653130, 1550659838, 13, -482
YT, 1550657519, 1550660326, 86, 568
ROY, 1550656760, 1550660552, 42, -175
JZVT, 1550654837, 1550661355, 82, -9
CHDN, 1550661853, 1550661984, 33, 9
KQRH, 1550660656, 1550662176, 29, -171
LL, 1550655152, 1550662214, 94, 186
WVHN, 1550661198, 1550662414, 28, 183
V, 1550659218, 1550662543, 44, 6
Y, 1550656572, 1550663108, 95, 64
Y, 1550662260, 1550663440, 53, 478
RVH, 1550660319, 1550663786, 62, 183
VUW, 1550654222, 1550664122, 45, -894
I, 1550660284, 1550664642, 83, 69
G, 1550661540, 1550665323, 23, 387
GC, 1550659856, 1550665620, 82, -549
TJM, 1550664154, 1550666158, 76, -609
IA, 1550665355, 1550667078, 21, 428
BQUI, 1550662962, 1550667931, 68, 990
WDM, 1550659275, 1550668070, 38, -266
K, 1550659970, 1550668199, 42, -903
KWS, 1550660289, 1550669153, 84, 549
K, 1550664665, 1550669922, 40, -21
OCG, 1550667738, 1550670057, 26, 310
KHZC, 1550668088, 1550670404, 12, -995
SVUL, 1550663625, 1550670588, 24, -544
NZ, 1550669073, 1550671005, 45, -67
HWY, 1550663886, 1550671720, 71, 316
FVI, 1550668431, 1550671753, 43, -736
RC, 1550671099, 1550672080, 20, 874
Y, 1550666764, 1550672987, 73, -697
EAQ, 1550666823, 1550673885, 42, -163
DPZ, 1550667643, 1550674142, 61, 898
MQ, 1550673998, 1550674718, 93, 35
L, 1550669845, 1550675070, 60, -579
FDF, 1550667065, 1550675085, 98, -520
MJQ, 1550670131, 1550675171, 30, 796
Z, 1550671317, 1550675966, 30, -889
W, 1550672284, 1550675975, 29, -389
EKN, 1550669156, 1550676358, 48, 935
EKN, 1550674951, 1550676613, 67, 189
FPZW, 1550676762, 1550676997, 52, 939
J, 1550669877, 1550677093, 18, -768
FLYC, 1550674339, 1550677846, 71, -938
AJ, 1550670257, 1550677957, 87, -112
YH, 1550676622, 1550678940, 30, -951
XRF, 1550676019, 1550679235, 2, -892
SSD, 1550671860, 1550680155, 70, 841
PAM, 1550671450, 1550680926, 33, 320
FPZW, 1550679263, 1550681213, 18, -922
BV, 1550681179, 1550681245, 45, 197
HBUL, 1550678828, 1550681730, 23, -476
T, 1550674578, 1550681882, 49, -657
IPRZ, 1550675608, 1550682656, 12, -862
CP, 1550677115, 1550683580, 79, -4
CGN, 1550679366, 1550683743, 22, -67
GD, 1550683959, 1550684531, 26, 185
BQSC, 1550676095, 1550684819, 42, 958
ZT, 1550679455, 1550685448, 44, 853
DILX, 1550680937, 1550685489, 16, 119
IXLP, 1550685322, 1550686071, 11, 385
UZXM, 1550684318, 1550686457, 95, -996
QMY, 1550685760, 1550686504, 76, -567
XP, 1550681834, 1550686599, 90, -187
RJQG, 1550684631, 1550687501, 14, 16
WACI, 1550685784, 1550687826, 86, -764
GJZ, 1550685763, 1550688534, 65, -473
XTM, 1550679727, 1550689247, 56, -831
JK, 1550680105, 1550689321, 42, -864
ACF, 1550681518, 1550689876, 23, 440
T, 1550684886, 1550690440, 75, 496
UEE, 1550681396, 1550690735, 60, 952
A, 1550687439, 1550690917, 83, -107
RF, 1550687503, 1550691687, 50, 508
FFA, 1550682674, 1550691830, 81, -945
VPR, 1550684097, 1550692810, 8, 990
DMAR, 1550683512, 1550693299, 15, 667
WG, 1550688222, 1550693452, 90, 925
PQQH, 1550690680, 1550694231, 58, 804
NMN, 1550694068, 1550694957, 96, 730
BD, 1550691731, 1550695093, 47, -546
NSX, 1550688338, 1550695742, 72, -978
R, 1550687556, 1550696166, 60, 630
NM, 1550694349, 1550696369, 99, -88
T, 1550691510, 1550696616, 54, 175
KY, 1550694093, 1550697404, 91, 662
JTU, 1550689274, 1550698295, 21, -495
P, 1550693372, 1550698448, 91, 386
XFW, 1550690892, 1550698860, 89, 284
